분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
소설,고전/문학,세계문학,42,나는 고양이로소이다,나쓰메 소세키,"봄날 책읽고 춤추는 고양이의 하루 『나는 고양이로소이다』는 소세키가 38세라는 늦은 나이에 작가로 입신하는 계기가 된다. 소세키의 등단작이자 출세작이 된 이 소설은 처음에 단편으로 내놓은 작품이다. 하이쿠 전문잡지인 《호토토기스》는 『나는 고양이로소이다』가 당대의 삶과 사회를 생생하고 우스꽝스럽게 그려내면서 호평과 반향을 일으키자 작가에게 이 소설을 장편 분량으로 연재하도록 권유해서 1905년부터 1906년까지 총 11회를 연재하기에 이른다.이 책에는 기존 번역본에서 볼 수 없는, 『나는 고양이로소이다』 상·중·하편이 한 권 한 권 묶일 당시 소세키가 쓴 자서(自序)를 함께 넣었다.주변머리라고는 없는 고집불통 영어 선생, 이상한 거짓말쟁이 미학자, 개구리..",https://bookthumb-phinf.pstatic.net/cover/073/052/07305218.jpg?type=m5
소설,고전/문학,세계문학,43,노르웨이의 숲,무라카미 하루키,"한 사람을 사랑한다는 것, 한 시대를 살아간다는 것에 대하여현대인의 고독과 청춘의 방황을 선명하게 포착한 현대 일본 문학의 대표작1987년 발표된 후 오늘에 이르기까지 청춘의 영원한 필독서로 사랑받고 있는 무라카미 하루키의 대표작 『노르웨이의 숲』이 민음사 세계문학전집으로 출간되었다. 1960년대 말 고도성장기 일본을 배경으로, 개인과 사회 사이의 금방이라도 무너질 듯한 관계 가운데 손을 뻗으면 잡을 수 있을 것처럼 생생한 청춘의 순간을 그려 낸 이 소설은 35개국 이상의 국가에서 번역 소개되는 등 세계적인 ‘하루키 붐’을 일으키며 무라카미 하루키의 문학적 성과를 널리 알린 현대 일본 문학의 대표작이다.이번에 민음사에서는 1989년 『상실의 시대』라는 제명으로 처음 출간된 이래 한국 출판 사상 최장기 베스트..",https://bookthumb-phinf.pstatic.net/cover/072/855/07285591.jpg?type=m5
소설,고전/문학,세계문학,44,롤리타,블라디미르 나보코프,"20세기 문학의 가장 아름다운 스캔들블라디미르 나보코프의 대표작롤리타, 내 삶의 빛, 내 몸의 불이여. 나의 죄, 나의 영혼이여. 롤-리-타. 혀끝이 입천장을 따라 세 걸음 걷다가 세 걸음째에 앞니를 가볍게 건드린다. 롤. 리. 타.‘롤리타’라는 이름을 호명하면서 시작해 ‘나의 롤리타’를 다시 호명하는 것으로 끝나는, 언어의 마술사 나보코프가 탄생시킨 20세기 문학의 가장 아름다운 스캔들 『롤리타』. ‘롤리타 콤플렉스’라는 용어를 탄생시켰고, 1967년 스탠리 큐브릭 감독에 의해, 1997년 에이드리언 라인 감독에 의해 두 번 영화로 만들어졌으며 대중가요를 비롯해 다양한 문화예술 분야에 소재를 제공하는 등 큰 영향을 미쳤다. 이 작품으로 ‘롤리타’는 나이..",https://bookthumb-phinf.pstatic.net/cover/071/251/07125190.jpg?type=m5
소설,고전/문학,세계문학,45,안나 카레니나 세트,레프 톨스토이,"19세기 러시아의 대문호 레프 톨스토이가 남긴 최고의 리얼리즘 소설. 위선, 질투, 신념, 욕망, 사랑 등 인간의 감정과 결혼, 계급, 종교 등 인간이 만들어 낸 사회 구조에 대한 톨스토이의 모든 고민이 집약된 소설이다. 동시대 작가인 도스토예프스키로부터 '완벽한 예술 작품'이라는 평가와, 러시아 출신 소설가인 나보코프로부터 '톨스토이 스타일의 정점'이라는 극찬을 받았다.스테판 공작이 가정교사와 바람을 피운 사건 때문에 부부 사이에 불황가 생기자, 그의 여동생 안나 카레니나는 이들을 화해시키기 위해 모스크바로 온다. 페테르부르크에서 고위 관리의 아내로, 한 아이의 어머니로 행복하게 살던 안나는 이곳에서 만난 브론스키 백작에게 사로잡히고 만다. 브론스키는 스테판의 처제 키티에서 구애하던 중이었으나 그 역시 안..",https://bookthumb-phinf.pstatic.net/cover/070/524/07052466.jpg?type=m5
소설,고전/문학,세계문학,46,셰익스피어 4대 비극 세트,윌리엄 셰익스피어,"셰익스피어의 4대 비극을 한자리에서 만나다!인간의 고통에 대한 원숙하고도 냉혹한 성찰이 담긴 셰익스피어의 비극들을 엮은 『셰익스피어 4대 비극』 세트. 존재의 비극을 탐색한 극문학의 정수를 보여주는 《햄릿》, 모든 시대를 막론하고 가장 현대적인 작품 《오셀로》, 셰익스피어 4대 비극 중 가장 화려하고 잔인한 작품 《맥베스》, 소포클레스의 ‘안티고네’와 비견되는 서구 문학의 위대한 성취 《리어왕》을 만날 수 있다. (전4권)",https://bookthumb-phinf.pstatic.net/cover/070/525/07052503.jpg?type=m5
소설,고전/문학,세계문학,47,이반 일리치의 죽음,레프 톨스토이,삶과 죽음에 대한 대문호의 성찰!러시아의 대문호 똘스또이의 대표 중단편 『이반 일리치의 죽음』. 오늘의 관점에서 고전을 재평가하여 꼭 읽어야 하는 세계문학 작품들을 선보이는 「창비세계문학」 시리즈의 일곱 번째 책이다. 똘스또이의 중단편 중 가장 훌륭한 작품이라는 평가를 받는 이 소설은 삶과 죽음에 대한 거장의 성찰과 문제의식을 담고 있다.판사로서 남부럽지 않게 성공한 인생을 살아가던 이반 일리치. 성공의 정점에서 갑자기 원인 모를 병에 걸려 서서히 죽어간다. 죽음 앞에서 그는 자신의 인생을 돌아보고 삶의 의미를 고통스럽게 되묻는데…. 죽음을 앞둔 한 인간이 자신의 삶 전체를 되짚어보며 그 의미를 파고드는 과정을 밀도 있게 그려냈다.,https://bookthumb-phinf.pstatic.net/cover/070/260/07026084.jpg?type=m5
소설,고전/문학,세계문학,48,프랑켄슈타인,메리 셸리,"19세기 천재 여성 작가 메리 셸리가 열아홉의 나이에 놀라운 상상력으로 탄생시킨 과학소설의 고전. 무생물에 생명을 부여할 수 있는 방법을 알아낸 물리학자 프랑켄슈타인이 시체로 만든 괴물에 생명을 불어넣는다. 인간 이상의 힘을 발휘하는 괴물은 추악한 자신을 만든 창조주에 대한 증오심에서 복수를 꾀한다. 과학기술이 야기하는 사회, 윤리적 문제를 다룬 최초의 소설 『프랑켄슈타인』은 아이작 아시모프의 『아이, 로봇』, 카렐 차페크의 『R. U. R.』 등의 과학소설은 물론, 「블레이드 러너」 「터미네이터」 등의 영화에도 지대한 영향을 미쳤다. 나사못이 관자놀이에 박힌 괴물의 강렬한 시각적 이미지는 20세기 대중문화사에서 무한히 재생산되며 『프랑켄슈타인』을 오늘날 세계에서 가장 유명한 공포소설 중 하나로 만들었다. ..",https://bookthumb-phinf.pstatic.net/cover/069/399/06939935.jpg?type=m5
소설,고전/문학,세계문학,49,시련,아서 밀러,"'민음사 세계문학전집' 286권. 현대 사회와 그 안에서 왜곡되어 가는 인간의 비극을 선명하게 그린 현대 희곡의 거장 아서 밀러의 대표작. 1950년대 미국의 공산주의자 색출 운동인 매카시즘의 광풍 한가운데 발표된 시대의 역작으로, 당시 미국 사회의 왜곡된 모습을 1690년대 어느 폐쇄적인 공동체에서 일어난 마녀 사냥에 투영하여 사회적으로 큰 반향을 일으켰다.청교도 이념이 지배하는 폐쇄적이고 금욕적인 개척자 사회 매사추세츠 주 세일럼. 그곳에 부임한 패리스 목사의 조카 애비게일은 영악한 소녀로, 일시적인 내연 관계에 있던 존 프록터를 향한 배덕적인 욕망에 불타 그의 아내 엘리자베스를 증오한다. 그러던 어느 날 패리스 목사는 흑인 노예 타투바와 동네 소녀들이 모여 벌인 집회를 현장에서 발견하고 마녀 행위의 징..",https://bookthumb-phinf.pstatic.net/cover/069/368/06936898.jpg?type=m5
소설,고전/문학,세계문학,50,죄와 벌 1,도스토옙스키,"이성의 광기 속으로 가라앉는 자폐적 청춘의 초상!러시아의 대문호 도스토예프스키의 대작 『죄와 벌』 제1권. 도스토예프스키가 8년간의 유형 생활 후 발표한 두 번째 작품으로, 인간의 내면 깊은 곳에 숨겨진 심리를 파헤치고 있다. 죄와 속죄에 대한 다양한 인식들이 서로 갈등하고 교차한다. 1860년대 후반의 페테르부르크. 지방 소도시 출신의 청년 라스콜니코프는 형편이 어려워 학업을 중단하고 ‘관’ 같은 방에 틀어박혀 자신만의 완벽한 계획을 세운다. 어느 날 저녁, 그는 머릿속으로 구상한 계획에 따라 전당포 노파의 그녀의 이복여동생을 도끼로 살해한다. 누구의 눈에도 띄지 않은 완전 범죄였지만, 예심판사는 그의 심리를 꿰뚫으며 압박해 온다. 이성과 관념만이 가득했던 라스콜니코프의 마음에는 조금씩 불안감이 싹트고, ..",https://bookthumb-phinf.pstatic.net/cover/068/741/06874109.jpg?type=m5
소설,고전/문학,세계문학,51,죄와 벌 2,도스토옙스키,"이성의 광기 속으로 가라앉는 자폐적 청춘의 초상!러시아의 대문호 도스토예프스키의 대작 『죄와 벌』 제2권. 도스토예프스키가 8년간의 유형 생활 후 발표한 두 번째 작품으로, 인간의 내면 깊은 곳에 숨겨진 심리를 파헤치고 있다. 죄와 속죄에 대한 다양한 인식들이 서로 갈등하고 교차한다. 1860년대 후반의 페테르부르크. 지방 소도시 출신의 청년 라스콜니코프는 형편이 어려워 학업을 중단하고 ‘관’ 같은 방에 틀어박혀 자신만의 완벽한 계획을 세운다. 어느 날 저녁, 그는 머릿속으로 구상한 계획에 따라 전당포 노파의 그녀의 이복여동생을 도끼로 살해한다. 누구의 눈에도 띄지 않은 완전 범죄였지만, 예심판사는 그의 심리를 꿰뚫으며 압박해 온다. 이성과 관념만이 가득했던 라스콜니코프의 마음에는 조금씩 불안감이 싹트고, ..",https://bookthumb-phinf.pstatic.net/cover/068/741/06874107.jpg?type=m5
소설,고전/문학,세계문학,52,노인과 바다,어니스트 헤밍웨이,"'세계문학전집' 91권. 20세기 미국문학사에서 가장 널리 알려진 소설. 불운과 역경에 맞선 한 늙은 어부의 숭고하고 인간적인 내면을 강렬한 이미지와 간결한 문체로 그려낸 작품이다. 작가 헤밍웨이의 원숙한 인생관 위에 독보적인 서사 기법과 문체가 훌륭하게 응축된 작품이라는 점에서 그의 필생의 걸작으로 꼽힌다.<누구를 위하여 종은 울리나> 이후 헤밍웨이의 작가적 명성을 재확인시켜준 만년의 대표작이며, 1952년 작품이 처음 발표된 「라이프」지 9월호가 불과 이틀 만에 5백만 부 이상이 팔릴 정도로 큰 성공을 거두었다. 헤밍웨이에게 1953년 퓰리처상, 1954년 노벨문학상 수상의 영광을 안겨주었고. 오늘날까지 세계문학사에 불후의 명작으로 남아 독자들에게 큰 감동을 주고 있다.쿠바 연안을 배경으로 거..",https://bookthumb-phinf.pstatic.net/cover/068/051/06805130.jpg?type=m5
소설,고전/문학,세계문학,53,노인과 바다,어니스트 헤밍웨이,"노벨 문학상, 퓰리처상 수상 작가, 20세기 미국 문학을 개척한 작가 어니스트 헤밍웨이의 대표작. 미국 현대 문학의 개척자라 불리는 헤밍웨이는 제1차 세계대전 후 삶의 좌표를 잃어버린 '길 잃은 세대'를 대표하는 작가이다. '민음사 세계문학전집' 278권으로 출간된 <노인과 바다>는 헤밍웨이의 마지막 소설로, 작가 고유의 소설 수법과 실존 철학이 짧은 분량 안에 집약되어 있다. 멕시코 만류에서 홀로 고기잡이를 하는 노인 산티아고는 벌써 84일째 아무것도 잡지 못했다. 같은 마을에 사는 소년 마놀린은 평소 산티아고를 좋아해 그의 일손을 돕곤 했는데, 노인의 운이 다했다며 승선을 만류하는 부모 때문에 이번에는 그와 함께 배를 타지 못한다. 산티아고는 혼자 먼 바다까지 배를 끌고 가 낚싯줄을 내린다. ..",https://bookthumb-phinf.pstatic.net/cover/068/016/06801622.jpg?type=m5
소설,고전/문학,세계문학,54,베니스의 상인,윌리엄 셰익스피어,"인물들의 개성이 돋보이는 셰익스피어의 희비극!셰익스피어의 초기 걸작 『베니스의 상인』. 셰익스피어가 32세 무렵이던 1596~1597년에 쓴 작품으로, 1605년에 초연된 후 지금까지 수없이 공연되었고 영화로도 만들어졌다. 주인공 안토니오 외에도 유대인 샤일록, 지혜로운 여성 포셔 등 등장인물들의 개성이 돋보이는 희비극이다. 목숨과 사랑이 걸려 있는 계약과 예상치 못한 해결 과정에서 셰익스피어 특유의 극적인 요소와 기지를 엿볼 수 있다. 이번 한국어판은 셰익스피어 원문에 가장 충실하다고 평가받는 영국 아든 판을 기본으로 하고, 리버사이드 판을 비교했다. 해석에 따라 달라질 수 있는 의미들을 각주에서 자세히 설명하며 깊이 있는 이해를 돕는다.",https://bookthumb-phinf.pstatic.net/cover/064/477/06447727.jpg?type=m5
소설,고전/문학,세계문학,55,종이 여자,기욤 뮈소,"열정이 고갈된 베스트셀러 작가 앞에 나타난 소설 속 여주인공!프랑스 문학계를 대표하는 젊은 작가 기욤 뮈소가 선보이는 판타스틱 러브 어드벤처 『종이 여자』. 2010년에 발표되어 큰 인기를 얻었던 작품으로, 어느 베스트셀러 작가와 그의 소설 속에 나오는 여주인공이 펼치는 사랑 이야기를 그리고 있다. LA의 빈민가에사 나고 자란 톰 보이드는 어린 시절에 겪은 경험을 살려 집필한 소설로 베스트셀러 작가가 된다. 하지만 사랑에 실패하면서 크게 절망하고, 좀처럼 창작에 대한 열정과 의지를 회복하지 못한다. 그러던 어느 날, 소설 속 인물을 자처하는 여인 빌리가 그의 앞에 나타난다. 인쇄소의 잘못으로 파본이 된 톰의 소설 속에서 나왔다고 말하는 빌리. 톰이 펜을 놓는다면 그녀는 죽을 수밖에 없는 운명인데…. ☞ 북소..",https://bookthumb-phinf.pstatic.net/cover/064/180/06418017.jpg?type=m5
소설,고전/문학,세계문학,56,도리언 그레이의 초상,오스카 와일드,"오스카 와일드가 남긴 유일한 장편소설!「열린책들 세계문학」은 젊고 새로운 감각으로 다시 태어난 고전 시리즈의 새 이름으로, 상세한 해설과 작가 연보로 독자들의 깊이 있는 이해를 돕는 한편 가볍고 실용적인 사이즈에 시선을 사로잡는 개성 있는 디자인으로 현대적 감각을 살렸다. 『도리언 그레이의 초상』은 오스카 와일드가 남긴 유일한 장편소설로, 평생 그가 추구했던 유미주의를 함축하고 있는 작품이다. 화가인 바질 홀워드가 잘생긴 젊은 도리언 그레이의 초상화를 그리고, 그 그림을 보고 아름다운 자신의 모습에 스스로가 홀딱 반한 도리언은 초상화처럼 아름다운 모습을 영원히 간직할 수 있다면 영혼이라도 내주겠다는 소원을 말하게 된다. 그 소원대로 자신은 아름다움과 젊음을 그대로 간직한 반면 초상화는 자기 탐닉과 타락에 빠..",https://bookthumb-phinf.pstatic.net/cover/064/375/06437569.jpg?type=m5
소설,고전/문학,세계문학,57,남아 있는 나날,가즈오 이시구로,"젊은 나날의 사랑은 지나갔지만, 남아 있는 나날에도 희망은 존재한다.글로벌 스타로 거듭난 젊은 거장을 통해 우리 시대 첨단의 문학을 선보이는 「모던클래식」 제34권 『남아 있는 나날』. 일본 태생의 영국 작가로 현대 영미권 문학을 이끌어가는 가즈오 이시구로가 문단과 독자의 폭발적 반응을 불러일으킨 장편소설이다. 집사로서 평생을 보낸 남자 '스티븐스'의 6일간의 여행을 따라가고 있다. 근대와 현대가 뒤섞이면서 가치관의 대혼란이 나타난 1930년대 영국의 격동기를 지난 스티븐스의 과거도 들여다본다. 스티븐스의 가족과 연인, 그리고 30여 년간 모셔온 옛 주인에 대한 이야기를 중심으로, 우리 삶의 가치를 일깨우고 있다. 특히 인생의 황혼 녘에 깨달아버린 잃어버린 사랑의 허망함과 애잔함에 관해 내밀하게 써내려간다...",https://bookthumb-phinf.pstatic.net/cover/063/756/06375600.jpg?type=m5
소설,고전/문학,세계문학,58,순교자,김은국,"남북의 이념 대립이 만들어낸 열두 명의 순교자의 진실에 파고들다!한국계 최초로 노벨문학상 후보에 오른 재미작가 김은국을 대표하는 『순교자』. 6ㆍ25전쟁 중의 평양을 배경으로, 이념의 대립이 만들어낸 비극적 사건을 그려나가며 신앙과 양심의 갈등을 생생하게 그려내는 장편소설이다. 열두 명의 순교자가 생겨난 목사 집단 처형 사건에 대한 진실 게임을 미스터리 형식으로 파고든다. 한국의 참혹한 역사 속에서 발생한 특수한 사건을 인간의 실존과 보편적 운명이라는 문학적 테마와 연결시켜, 그것을 추리소설 기법을 이용해 풀어내고 있다. 절망에 빠진 인간이 신앙을 갈망하는 데에서 발생하는 의혹과 고뇌에도 천착한다.",https://bookthumb-phinf.pstatic.net/cover/063/552/06355249.jpg?type=m5
소설,고전/문학,세계문학,59,안나 카레니나 세트,레프 톨스토이,"19세기 러시아에서 탄생한 불세출의 걸작!러시아의 대문호 톨스토이의 3대 걸작 중 하나인 『안나 카레니나』. 동시대인의 삶으로 이루어진 이 작품은 사랑과 결혼, 가족문제라는 보편적인 소재로 발표되자마자 전 러시아인의 마음을 사로잡았다. 농노제 붕괴에서 러시아혁명에 이르는 역사적 과도기에 놓인 19세기 후반 러시아 사회의 풍속과 내면생활을 150명이 넘는 등장인물과 사실적인 묘사, 엄청난 깊이와 힘으로 반영해냈다. 100여 년이 지난 지금도 인간 삶의 총체적인 모습을 완벽하게 구현해낸 인류 보편의 걸작으로 전 세계인의 사랑을 받고 있다. (전3권)",https://bookthumb-phinf.pstatic.net/cover/071/488/07148809.jpg?type=m5
소설,고전/문학,세계문학,60,나를 보내지 마,가즈오 이시구로,"복제 인간들의 슬픈 운명과 사랑을 그린 작품!삶과 죽음, 인간의 존엄성을 진지하게 성찰한 소설『나를 보내지 마』. 현대 영미권 문학을 이끌어가는 주요 작가 중 한 사람으로 꼽히는 가즈오 이시구로의 대표작이다. <타임>의 '100대 영문 소설' 및 '2005년 최고의 소설'로 선정되었고, 전미 비평가협회상과 독일 코리네 상을 수상하였다. 간병사 캐시의 시선을 통해 인간의 장기 이식을 목적으로 복제되어 온 클론들의 사랑과 성, 슬픈 운명을 그리고 있다. 1990년대 후반, 인간 복제가 가능한 세상. 외부와의 접촉이 완전히 차단된 영국의 기숙 학교 헤일셤에서 학창시절을 보낸 캐시와 루스와 토미는 복제 인간이지만 이성과 감성을 가지고 있고, 모체가 되는 '근원자'에 대해 끊임없이 생각한다. 그들은 장기 ..",https://bookthumb-phinf.pstatic.net/cover/061/837/06183733.jpg?type=m5
소설,고전/문학,세계문학,61,세일즈맨의 죽음,아서 밀러,"허망한 꿈을 꾸는 소시민의 무너진 꿈!현대 희곡의 거장 아서 밀러의 대표작『세일즈맨의 죽음』. 1949년 브로드웨이에서 초연된 이 작품은 오늘날까지 전 세계적으로 가장 널리 공연되고 사랑받는 미국의 대표적인 희곡 중 하나로 꼽힌다. 과거와 현재를 넘나들며 인간의 소외와 붕괴를 파고드는 기법으로, 미국 현대극에 새로운 지표를 제시하였다. 허망한 꿈을 좇는 소시민의 비극을 그리고 있다. 예순 살이 넘은 세일즈맨 윌리 로먼은 대공황이 오기 전까지 누구보다 행복한 사람이었다. 그에게는 번쩍이는 차와 새 집, 세일즈맨으로서의 실적과 전도유망한 두 아들이 있었다. 그러나 불황은 서서히 그의 입지를 잠식해 들어오고, 아들들은 그를 실망시킨다. 윌리는 두 아들이 그의 이상을 실현하지 못하고 낙오자가 되자 과거로 도피한다...",https://bookthumb-phinf.pstatic.net/cover/060/726/06072636.jpg?type=m5
소설,고전/문학,세계문학,62,위대한 유산 1,찰스 디킨스,인간에 대한 깊은 통찰이 담긴 찰스 디킨스의 대표작!영국을 대표하는 작가 찰스 디킨스의 소설『위대한 유산』제1권. 19세기 산업화 초기 시대 영국의 부조리한 사회를 그려내는 작가였던 디킨스는 그러한 사회 비판적 시선을 대중적이고 보편적인 주제 안에 자연스럽게 풀어내었다. 작품성과 대중성을 함께 인정받는 이 소설은 그 시대 영국의 중산계급에 널리 퍼졌던 사회적 욕망을 보여주고 있다. 억척스러운 누나와 대장장이인 매형과 살아가던 소년 핍은 마을의 유지 미스 해비셤의 집에서 아름다운 소녀 에스텔러를 만난다. 핍은 에스텔러를 만난 후 자신의 가난과 무지를 깨닫고 번민의 사춘기를 보내며 신분 상승에 대한 욕망을 갖게 된다. 그러던 중 익명의 사람으로부터 거액의 유산을 물려받게 된 핍은 런던으로 가서 신사 교육을 받는..,https://bookthumb-phinf.pstatic.net/cover/060/429/06042990.jpg?type=m5
소설,고전/문학,세계문학,63,위대한 유산 2,찰스 디킨스,인간에 대한 깊은 통찰이 담긴 찰스 디킨스의 대표작!영국을 대표하는 작가 찰스 디킨스의 소설『위대한 유산』제2권. 19세기 산업화 초기 시대 영국의 부조리한 사회를 그려내는 작가였던 디킨스는 그러한 사회 비판적 시선을 대중적이고 보편적인 주제 안에 자연스럽게 풀어내었다. 작품성과 대중성을 함께 인정받는 이 소설은 그 시대 영국의 중산계급에 널리 퍼졌던 사회적 욕망을 보여주고 있다. 억척스러운 누나와 대장장이인 매형과 살아가던 소년 핍은 마을의 유지 미스 해비셤의 집에서 아름다운 소녀 에스텔러를 만난다. 핍은 에스텔러를 만난 후 자신의 가난과 무지를 깨닫고 번민의 사춘기를 보내며 신분 상승에 대한 욕망을 갖게 된다. 그러던 중 익명의 사람으로부터 거액의 유산을 물려받게 된 핍은 런던으로 가서 신사 교육을 받는..,https://bookthumb-phinf.pstatic.net/cover/060/429/06042991.jpg?type=m5
소설,고전/문학,세계문학,64,나무,베르나르 베르베르,"『개미』『뇌』로 잘 알려진 베르베르의 소설집. 이 책은 9쪽에 불과한 「사람을 찾습니다」등 10~20쪽 분량의 짧은 단편들을 모아 두었다. 다른 행성 과학자 눈에 비친 '야생인간'의 관습을 다룬 「그들을 사랑하는 법을 배우자」, 유전자 조작을 거쳐 애완용으로 거듭난 사자들을 줄에 매어 끌고 다니는 상황을 설정한 「그 주인에 그 사자」등 다양한 단편소설들을 만날 수 있다. 작가의 본령인 '인간 세계에 대한 과학적이고 시적인 통찰'은 여전하며, 더욱더 완숙해지고 유연해진 필치를 보여 준다. 관습적인 사고방식을 탈피하고 세계를 새롭게 바라보게 해주는 스무 개의 기발하고 환상적인 이야기를 담고 있다. 『나무』라는 제목은 여기 수록된 한 이야기에서 따온 것으로, 미래의 모든..",https://bookthumb-phinf.pstatic.net/cover/044/873/04487386.jpg?type=m5
소설,고전/문학,세계문학,65,로미오와 줄리엣,윌리엄 셰익스피어,"셰익스피어가 빚어낸 순수한 열정의 비극!셰익스피어의 4대 비극과 함께 잘 알려진 작품 『로미오와 줄리엣』. 집안 간의 반목으로 인해 비극적인 결말을 맞는 연인의 사랑을 그린 작품으로, 극적인 구성과 아름다운 표현이 돋보인다. 특히 이 책은 셰익스피어의 원문을 그대로 살린 국내 최초 운문 번역으로, 우리말 운율을 살린 리듬감 있는 대사가 돋보인다. 오랜 세월 서로 반목해 온 몬터규와 캐풀렛 가문의 아들과 딸인 로미오와 줄리엣은 가면무도회에서 서로 첫눈에 반해 영원히 함께할 것을 맹세한다. 그러나 시비에 휘말린 로미오는 친구 머큐쇼를 죽인 티볼트를 죽이는데, 티볼트는 바로 캐풀렛 부인의 조카, 즉 줄리엣의 사촌이다. 이 사건으로 로미오는 추방형을 받는다. 로미오와 줄리엣은 처음이자 마지막으로 하룻밤을 함께 보내..",https://bookthumb-phinf.pstatic.net/cover/044/818/04481882.jpg?type=m5
소설,고전/문학,세계문학,66,새벽의 약속,로맹 가리,"한 소년의 가슴에 영원히 새겨진 엄마와의 약속<새들은 페루에 가서 죽다>, <자기 앞의 생>으로 잘 알려진 로맹 가리의 대표작. 야망과 열정으로 한 세상을 살다 간 로맹 가리의 삶의 비밀을 담고 있는 자서전적 소설로, 자신에게 무한한 애정을 쏟은 어머니와의 기억을 유쾌하고도 가슴 아프게 그려내고 있다. 이 책은 18년 전에 타계한 어머니에 대한 추억을 마흔네 살의 나이에 쓴 이 작품은 로맹 가리 삶의 전반 30년을 회고하는 자서전이다. 가난과 모멸을 홀로 감수하면서도 아들의 성공을 위해 애쓴 어머니를 위해 로맹 가리는 그녀의 소원대로 세계문학사에 뚜렷한 족적을 남긴 소설가가 되고, 레지옹 도뇌르 훈장을 받고, 프랑스 외교관이 되었다.홀어머니와 단 둘이 살아가는 어린 로맹 가리의 귀엽고 ..",https://bookthumb-phinf.pstatic.net/cover/043/761/04376111.jpg?type=m5
소설,고전/문학,세계문학,67,셰익스피어 4대비극 5대희극,윌리엄 셰익스피어,"시공간을 뛰어넘어 불멸의 감동이 흐르는 셰익스피어 작품의 정수를 한자리에 모았다. 문학적, 극적 완성도 면에서 셰익스피어 문학의 최고봉으로 꼽히는 4대 비극과 5대 희극을 한 권에 수록한 것. 초보 독자들이 쉽게 접할 수 있도록 딱딱한 문어체 문장을 다듬었다.'셰익스피어 4대 비극'에 포함된 네 작품은, 복수를 앞두고 고뇌하는 인간의 내면 심리를 세련된 필치로 그린 <햄릿>을 비롯하여, 자식과 부모의 관계를 새삼 돌아보게 하면서 선과 악의 실체를 드러내는 <리어왕>, 사랑과 질투, 그리고 인간의 내면에 숨겨진 섬뜩한 악마성을 묘사한 <오셀로>, 권력을 향한 인간의 욕망이 불러일으킨 고통과 비극을 놀라울 정도로 날카롭게 파헤친 <맥베스>이다.천방지축인 남녀 두 주인공..",https://bookthumb-phinf.pstatic.net/cover/043/283/04328389.jpg?type=m5
소설,고전/문학,세계문학,68,새들은 페루에 가서 죽다,로맹 가리,"<새들은 페루에 가서 죽다>로 잘 알려진 작가, 로맹 가리 단편선 모음집. 열여섯 편이 수록된 이번 단편집에서 작가는 '인간'이라고 하는 거대한 허영에 대한 신랄한 탄핵을 담아낸다.표제작에서 새들은 페루의 리마에서 북쪽으로 10KM쯤 떨어진 해안에 널부러져 퍼덕이다가 죽어간다. 이 해안의 한 카페을 지키던 주인공은 자살을 시도하는 한 여자를 구해준다. 새들이 왜 리마 근처의 해안까지 몰려와서 죽는지 이유를 알 수는 없다. 마찬가지로 '여자'는 무엇에 쫓겨 그 해안에 왔는지 왜 죽으려는 것인지 설명하지 않는다. '백수광부의 처'처럼 갑자기 물로 달려왔다가 사라진다. 표제작 외에도 열여섯 편의 작품은 모두 아이러니와 역설을 품고 있다. 작가는 그저 '이렇다'라고 말하고, '봐요, 참 아이러니하지 않아..",https://bookthumb-phinf.pstatic.net/cover/000/648/00064849.jpg?type=m5
소설,고전/문학,세계문학,69,허삼관 매혈기,위화,"설령 목숨을 파는 거라 해도 난 피를 팔아야 합니다!가족을 위해 피를 파는 한 남자의 고단한 삶을 특유의 풍자와 해학으로 그려낸 중국 작가, 위화 장편소설. 한평생 피를 팔아 가족을 위기에서 구해낸 속 깊은 아버지 허삼관을 주인공으로 한 소설로, 삶의 고단함과 슬픔을 능청스럽게 껴안는 익살과 해학 그리고 그 뒤에 자리한 인간에 대한 속 깊은 애정을 만날 수 있다. 성안의 생사공장에서 누에고치 대주는 일을 하는 노동자 허삼관. 그의 삼촌들이 사는 마을에서는 피를 안 팔아본 남자는 여자를 얻을 수 없다. 결혼의 조건으로 가장 중요한 것은 건강인데 피를 팔 수 있다는 것은 건강하다는 증거이기 때문이다. 그래서 허삼관은 그 마을 사람인 근룡이와 방씨를 따라 피를 팔러 성안의 병원으로 간다. 피를 팔러 가는 날은 아..",https://bookthumb-phinf.pstatic.net/cover/029/290/02929081.jpg?type=m5
